user_reputation,reply_count,thumbs_up,thumbs_down,best_score,text,stars
1,0,12,1,400,"Yay!! A good tasting recipe! This is indeed vegetarian even with the cheese. That other person doesn’t realize that vegan recipes have no cheese, but vegetarian recipes allow for cheese, eggs, etc. Tasted great! A keeper! Thank you!!!",5
20,0,10,3,323,"This is just what lasagna should taste like, rich and delicious and like a warm food hug ! The sauce is incredible, even more so after adding a 1/4 cup of red wine! Added lots more tomato sauce after reading other reviews and it definitely was needed. Worth the effort to put such a tasty dish out for the family :)",5
1,0,0,0,100,"This is the best pumpkin bread I&#39;ve had, much better than the recipe I&#39;ve always used.  I added a whole can of pumpkin instead of one cup and didn&#39;t alter the b. soda or b. powder...baked up wonderfully!",5
1,0,0,0,100,I have made this a couple of times and the entire family loves it. I did take the advice of spreading some salsa on the bottom of the dish before the tortillas and it worked out much better!,5
1,0,1,0,193,I made this without letting the chicken marinate because I was in a hurry and it was awesome.  I&#39;m sure it would be even better if it had time to marinate for a while.  I usually use store bought fajita seasoning but didn&#39;t have any so used this recipe.  The combination of seasonings was perfect and much better than what I have used from the store.  This recipe is a keeper.,5
1,0,0,0,100,"I&#39;ve been making lasagna for over 40 years for my family, but decided to update the taste and ran across this recipe in Taste of Home a couple years ago. I use this recipe exclusively now. It&#39;s very meaty with the beef and pork and that is the best combination. The seasoning and combination of cheeses is perfect. I had my doubts about the use of cottage cheese, but it cooks down so there are no curds and keeps the lasagna from drying out. I made this a number of times and it comes out perfect every time. I call that foolproof!!",5
1,0,0,1,100,"This made a really high cake it was over 7 inches when done, and it was nice and moist - but lacked chocolate flavour.  I would probably not waste such expensive ingredients again, I have a sour cream chocolate cake which is better and less expensive",3
1,0,0,3,100,"Love this recipe but I melted the chocolate on my stove, I’m not good with the microwave. My husband absolutely loved these his opinion is “They’re better than the ones you buy in the store”! This will be a staple in my cookie trays from now on",5
1,0,0,0,100,I made this tonight and I must say it is delicious.  I did take a couple of suggestions from others: 1)  I drained the zucchini for about 30 minutes then I pressed out as much moisture as I could in the strainer - then transferred to paper towel and blotted some more - my casserole was not runny;  2)  I added 1/2 tsp basil and 1/2 tsp oregano and 2 minced garlic cloves to tomato sauce mixture and sauteed the green peppers with the meat and onion.  The sauce was anything but bland.  I will be making this recipe for a long time to come.  Thank you.,5
1,0,0,0,100,These were super easy to make however and I followed the recipe exactly using the pan size recommended.  Mine were ready to come out of the oven at 21 minutes at 350.  I am glad I checked the time - my sister makes this recipe often and it is now one of my favorites also!  Thank you!,5
1,0,0,0,100,"I made this twice in the past several weeks for two different family parties.  It was a hit at both of them.   I didn&#39;t use the brown sugar/pecan &#34;topping,&#34; and we still loved it!",5
1,0,0,0,100,Kids and husband LOVED it..!!,5
1,0,0,0,100,How do you print out this recipe. Don’t see an option. Thanks,0
1,0,0,0,100,"This is home idea flavor, not restaurant. But very tasty anyway.",5
1,0,0,0,100,I am a terrible cook and I found this to be easy and delicious! I would definitely recommend it!,5
1,0,0,0,100,This was incredible!  I used regular cheese and sour cream and it was fantastic!,5
1,0,0,0,100,"Delicious;!! I used Granny Smith apples and doubled the recipe. Made for group of 16 and everyone loved it! Put topping in bottom as suggested, did not count/measure apples, just kept piling them up till they filled my Pyrex dish (9 x 13) and put remainder of topping, as best I could, on top before pouring liquid over. Put pan or foil under dish since it will probably bubble over in oven.  Served with vanilla ice cream, but excellent without!",5
1,0,0,0,100,"I have made this 3 times to share with daughter and her family.  It is absolutely incredible.  We actually love to eat the cake slightly warm.  Something about that with that amazing frosting just puts it over the edge for us.  Love, love, love",5
0,0,3,0,297,I have been making this for the past three years and we love it.   The only thing I did not add was the thyme since my husband and I aren’t a fan of it.   Love the fact that I bake one and freeze one each time I make this recipe.,5
1,0,0,0,100,This meatloaf is out of this world! I did use breadcrumbs instead of saltines since I didn&#39;t have any in the house and it still came out beautifully. I will make this again and again for my friends and family!,5
1,0,8,1,354,"What a wonderful easy dish,thanks for another tasty meal.  Used coleslaw mix and left out the salt. Very tasty dish!!",5
1,0,0,0,100,"i read all of these reviews and finally I found one that had the same issues.  I can not believe no one had issues!  I used 9&#34; pans, the dough over flowed and created a huge mess. The pans were greased ,floured  and cooled and the cake stuck to the pans. The cake was moist maybe to moist. The cooking time was way off. I cooked it for an hour. And yes my oven&#39;s temp is correct.   The icing.....had an after taste of flour and I still had grit from the sugar. After doing patch work on the cake, I salvaged  it to a degree. NO I would not recommend this cake to anyone. It was a disaster!,",1
1,0,0,0,100,This is a great mac and cheese recipie. I love to add smoked ham to it. It is one of my favorite recipies now,5
1,0,0,0,100,"The family loved this. Of course with everything, you put your own spin on it according to your household pallet. I only added and didn&#39;t remove anything the recipe called for. I doubled the recipe (large house of 9). I added 1 onion, old bay seasoning, red pepper flakes, frozen and squeeze drained spinach, also topped it with cheddar cheese. It was absolutely amazing! Only downfall it was pretty pricey  but worth it.",5
1,0,0,0,100,This is one of my family&#39;s favorite dishes! They taste great!,5
1,0,0,0,100,"Absolutely delicious! I did tweak it a bit by adding 2 tsp ground mustard and 1/4 tsp cayenne, and since we don&#39;t eat Velveeta I substituted sharp cheddar. I will definitely make it again. Thanks!",5
1,0,0,0,100,<p>A favorite of my hubby. He loves the flavor of this one and so do I!</p>,5
1,0,4,0,329,Totally delicious!! This is our &#34;go to&#34; soup any time of year. I&#39;ve shared this recipe with many family members.  I do no change any of the ingredients. Obviously a family favorite!,5
10,0,0,0,100,This is definitely a make again!  My family and I loved it.    Made exactly as directed and turned out perfect.  Everyone was disappointed when it was gone.,5
1,0,0,0,100,"Great recipe, really easy to get going in the crockpot and the whole family loved it.   We have made this several times and will continue to do so!",5
1,0,1,0,193,Always a hit.  I use powdered sugar instead of granular.  I think it mixes in better.,5
1,0,0,0,100,Great sweet corn bread recipe. I’ve made it twice sticking to original recipe. It does make a large amount so I froze a few pieces in freezer bags and used them during the rest of the week.  You can defrost them or they reheat well in the microwave. Just a minute or less for a couple of pieces. This recipe is very much like the Krusteaz Honey Cornbread mix I usually buy.  If you like sweet cornbread you’ll definitely want to try this.,5
1,0,0,0,100,I always use my own pastry but the filling was spot on.  This was a typical roux so am uncertain why many thought it was too much flour?  As with any roux you must cook long enough with liquid to make it a somewhat thick but creamy white sauce before adding the other ingredients so maybe that is the case.  Will definitely keep this in the &#34;wheelhouse&#34; of recipes!!,5
1,0,0,0,100,We love this recipe and use it often.  I put half a cop of chocolate chips in it which my kids like!,5
1,0,0,0,100,"Excellent chili!  I was skeptical because the recipe did not call for my usual chili ingredients; however, it was super!  I substituted white chicken cubes (Schwan&#39;s product) for the turkey.  Definitely a keeper and will make again!",5
10,0,0,0,100,This recipe is definitely one of my FAVORITE comfort foods! Always a hit for dinner.,5
1,0,2,0,253,From Mastercook 7:Per Serving: 569 Calories; 19g Fat (30.9% calories from fat); 54g Protein; 42g Carbohydrate; 4g Dietary Fiber; 111mg Cholesterol; 1202mg Sodium.  Exchanges: 2 Grain(Starch); 6 1/2 Lean Meat; 1 1/2 Vegetable; 2 Fat.,0
1,0,0,3,100,"I made this for dessert with family. It was delicious!  I used fresh peaches from the Farmers Market and this recipe did them justice! The pudding was the right balance of everything and served warm with a scoop of vanilla ice cream it was fantastic! I will make this over and over. Thanks!,,",5
1,0,0,0,100,"I read every review and then made my version.   I added 1-tsp. cinnamon and nutmeg tothe flour.  1-cup sugar; 3-bananas; 1-stk. melted butter; 1-tsp banana extract.  Baked it70-minutes.  Goes without saying, this is absolutely the best ever banana bread.  My husband loved it so much, before going to bed I sliced a piece, buttered it and left itfor him to toast next morning.  Have bought more bananas to ripen for another loaf.",5
1,0,4,7,168,"Really great flavor and easy to make. I used a food processor for the apples, and cut the calories by using Egg Beaters, LF yogurt spread (Brummel &amp; Brown) and monk fruit with a little Splenda to sweeten it (since I can&#39;t have a lot of sugar.) Served with with a cup of hot latte it&#39;s so comforting - especially on a chilly Fall afternoon!  Next time I&#39;ll add raisins. Keeps well in the fridge. This is a keeper!",5
1,0,0,0,100,"It’s a good easy to make recipe. Based on other reviews, I only used a third of the white sugar and 3/4 of the brown sugar. Came out great! The right amount of sweetness! I’ll make it again!",5
1,0,0,2,100,"This was terrible.  I followed the recipe exactly.  It tasted fine until I added the sour cream and whipping cream.  Then, it turned into a thin, white, flavorless soup.  Do not bother.",1
1,0,0,0,100,Made this for the family. Everyone raved about it. I followed the recipe exactly. Very good,5
1,0,0,0,100,This recipe was absolutely amazing!  My husband is a huge mexican food fan and he was ranting and raving about it all night.,5
1,0,0,0,100,"Excellent! Hubby had 3 helpings! The only addition I made was 1 tsp Italian seasoning. Next time I’ll try sausage, garlic",5
1,0,0,0,100,VERY good,5
1,0,1,5,113,"There is no reason to add flour to potato soup. It will give the soup an artificial starchy taste. Simply use an immersion blender and puree the the soup when the potatoes are cooked. And, use REAL cheese!",2
1,0,0,0,100,"This cake look exactly like the display cake and is so light and moist, the icing is similar to whip frosting like I love!! I will definitely make this again and again in the near future..",5
1,0,3,0,297,"My family likes these meatballs a lot. I serve them with more rice (which they think is funny, but hey, you gotta fill up those boys somehow) I put them in the oven for about 20 min. instead of browning them in a skillet, then continue as the recipe says.",5
1,0,0,0,100,This is great!,5
1,0,0,0,100,I have made this several times - yummy !  Also freezes well for a quick last minute supper.,0
1,0,1,0,193,"I used Best Foods Mayonaise instead of Miracle Whip, and I really love the salad.  My husband doesn&#39;t  like macaroni salad and he would still rate it a 4.  Took it camping and it was just as good on day 4.",5
1,0,0,0,100,"<strong><em>Very good Easter desert...I added 2 tbspoons of shredded orange rind to the cake mix.It gives it a tang. Franbash Waterville, Quebec, Canada</em></strong>",0
1,0,0,0,100,My Aunt gave us this icing  recipe 60   years ago.  I remember she had &#34;blue hair&#34;  :   ))   The cake is excellent too. In warm weather  I use all Crisco in the icing. Also I use my hand mixer to  blend the flour &amp; milk WHILE its cooking  NO LUMPS.,5
1,0,0,0,100,It tastes really good. You must like the combinations.,5
1,0,1,0,193,"This is the second time making it, the first time was  when it came out as the Grand Prize winner in 2006.  I don&#39;t change a thing and it&#39;s perfect!  The amount of sauce is perfect with the cake, any more would make it too sweet.  And some have said that the amount of  nutmeg was a bit much, but I didn&#39;t think so, it&#39;s a matter of taste.   I served it with a side of Butter Pecan ice cream.  Wonderful.",5
1,0,0,0,100,"These were perfect . If you like coconut , you&#39;ll love these . It&#39;s a great Passover desert because it has no leaven . My only complaint is it has too many  calories. Lol .  I would like to eat the whole batch , but I have to have a little discipline.",5
1,0,1,0,193,"We started  serving  this at funeral  dinners  at Church , now I make  them for potluck  dinners  at Church  and there&#39;s  never anything  left.",5
10,0,0,0,100,Nice recipe with lots of flavor. The filling is thick enough that it does not run out in the pan when you cut it. Definitely a keeper!,5
1,0,0,0,100,Excellent recipe for banana bread for an allergy free diet!,5
10,0,0,0,100,"Having never made a chicken pot pie before in my life, I was thrilled with how easy this recipe was to make and how delicious it turned out. We halved the recipe to make just one pie. The nice thing: this was a forgiving recipe. We had slightly less chicken then called for but slightly more potatoes. And didn&#39;t have any onions (because that&#39;s pandemic cooking!) so just used some onion powder for flavor. Really: as long as you fill the pie and have the right amount of the gravy mix, it&#39;s okay to have some variation on the fillings and will still turn out great. Will absolutely make this again and again!",5
1,0,3,0,297,I leave out the meat to make it  meatless. Excellent  recipe.,5
1,0,0,0,100,"Everyone just loves this cake  I have made it for family, friends and my garden club with rave reviews.  A winner everytime!!!",5
1,0,0,0,100,Made this for dinner tonight.... It was awesome!!!!,5
1,0,0,0,100,I have made this for years and it is a family favorite! I do add a little cinnamon to apples.,5
1,0,11,1,390,This is so good.  My husband and I both say it is the best soup I have ever made and I made no changes to the recipe.,5
1,0,0,0,100,I LOVE THESE CUPCAKES!!!!!!!!  I have amde these many time &amp; each time I get only good compiments &amp; everyone askes for the recipe =D  I also entered them in our local fair this year &amp; got 1st Juges fav. best of class &amp; best of show!!!  My mom craves these cpucakes all the time ;)  Highly recomend them!!!!,5
1,0,0,0,100,"I have been making this cake for at least 20 years. My children, now grown, have never asked for any other for their birthdays.It was originally in the Taste of Home magazine.",5
1,0,13,6,744,"I have made this, with no changes many times, and it never lasts long!  I also use this recipe, but use strawberry jello, strawberry yogurt,  and if I have them on hand, fresh strawberries, sliced. Both are great for those warm summer days!",5
1,0,0,0,100,"Delicious recipe, very easy to prepare. I used 3 cups of water rather than me 1/2 cup in the recipe. It was not salty. Good night",0
1,0,0,0,100,"Wow, that was incredible!  My kids absolutely loved it!  It was all gone in a flash!  I used a little bit of salsa to put on the bottom of the dish to prevent the bottom tortillas from getting too hard like some reviews had said.  It worked fantastic.  Just a small layer to coat/cover dish.  Also I mixed the sour cream in the meat/bean mixture instead of layering it because my kids don&#39;t like sour cream unless it is mixed in things.  They loved it!  We used Tostitos mild chunky salsa &amp; Kraft zesty Italian dressing.  This is a family favorite now!!",5
1,0,0,1,100,"The basics are okay, but if you follow the exact directions, the batter is much too thick. Adding additional milk is necessary.",2
1,0,0,0,100,Fabulous!  I didn&#39;t change a thing!  I put whipped topping and fresh strawberries on top.  My husband LOVED it!  Thank you!,5
1,0,0,0,100,"LOVE this recipe!  I make it at least once every couple of weeks during the cold fall and winter months.  It&#39;s quick to prepare and the leftovers are just as good, if not better.  My family also likes to add shredded cheese and tortilla chips on top.  Yummy!!",5
1,0,0,0,100,<p>This was delicious!</p>,4
1,0,0,0,100,"Delicious, although I didn&#39;t have/make 5-spice seasoning, but it was still excellent. Also, I used 1/3 cup orange juice instead of water for extra flavor. It&#39;s a keeper!",5
1,0,0,0,100,Made this recipe as written except used vanilla instead of almond extract in the cake part. So good! Moist &amp; sweet. It made 2 dozen cupcakes. I didn&#39;t think there would be enough frosting but I only used half because it&#39;s so sweet. Very good caramel flavor. Cupcakes are good without frosting too.,5
10,0,0,0,100,good recipe:),5
1,0,0,0,100,"This is my first homemade bread recipe and it will be my last,  there is no need to look elsewhere!  I don&#39;t knead it the 8-10 minutes as directed,  usually 5 minutes and it rises fine each time.  It will not rise as much with sea salt but I like the taste a little better.   Believe it or not, I am losing weight while eating this bread but only allow 2 slices per day with little other carbs...so you can lose weight and eat delicious homemade bread!",5
1,0,0,0,100,This is an accurate review.  Made exactly as recipe was written.  5 stars!!!!  Super easy to make and a fabulous tasting macaroon.This one is a keeper!!!!Thank you so much for this recipe.  I can see why you won 1st place.Awesome!!!!TamileeR,5
1,0,0,0,100,"Yummy when I added poultry seasoning &amp; fresh rosemary, but put in too much so fished some out.",5
1,0,1,0,193,OMG make sure you grease AND FLOUR the TWO (2) pans you will need. One pan is not enough for this much dough. AND it DOES NOT take 1 1/4 to 1 1/2 hours to bake. 45 to 55 min is MORE then plenty to bake 2 loaves. Enjoy,0
1,0,0,0,100,This is my go to recipe any time I make meatloaf.  My family loves it!,5
1,0,0,0,510,This is the best recipe for banana bread I&#39;ve ever tried. I&#39;ve used it for over 20 years. It says it doesn&#39;t double well so I tripled it. It makes two large loaves after tripling. My question is can I substitute pumpkin purée for the bananas to make this into pumpkin bread with the appropriate spices? I know I could experiment but I&#39;d rather ask first. Thank you.,5
1,0,0,0,100,Very good ......I subtititued escarole for spinach...excellent,3
1,0,0,0,100,"The caramel frosting is absolutely outstanding.  The cupcakes themselves, however, were just okay, and really tasted more like a muffin than a cupcake.  I have a chocolate cake with caramel frosting recipe that is really good, and I&#39;d make that in cupcake liners before I&#39;d ever make this again.",3
1,0,0,0,100,I tripled the amount for a dinner party and only added lime zest to the marinade. It was delicious!,5
1,0,0,0,100,When I make this for a friend they always ask for the recipe. It is easy and so tasty. I also add some italian bread crumbs to spice it up. a little,5
1,0,0,0,100,"This was fantastic pumpkin &#34;bread&#34;, these should actually be referred to as &#34;cakes.&#34; Used fresh baked pumpkin, ground up the cloves and cinnamon sticks because it&#39;s all I had in hand. Used standard cane sugar and some maple syrup, and subbed all baking powder for the baking soda. Still turned out fantastic. One thing I love about this recipe is that it uses 1/2c water instead if just going for the 1 entire cup of canola oil, as less healthier recipes do. Would also try adding 1 or 2 teaspoons of vanilla next time. Forget canned pumpkin and used fresh if you can, it makes a world of difference!",5
1,0,0,0,100,Quick and incredible!!!! Awesome to have on hand! Will make over and over!,5
1,0,0,1,100,"Is vry delicious- even without the topping.  I didn&#39;t have time to make the butterscotch topping, but served it with ice cream and hot caramel topping instead.  It was fabulous.  I also omitted the nutmeg since I&#39;m not a fan of it.  Still turned out great.  Will keep this recipe on hand for a different fall, apple dessert.",5
1,0,0,0,100,"I doubled the recipe- used1 cup white sugar &amp; 1/2 cup splenda-always add more cinnamon,little salt, apple pie spice also added the apples to the hot mixture to cover better  was delicious!!!!    vic",0
10,0,0,0,100,Perfect amount of spice.  Made a double recipe.  Your house will smell like the Holidays ??,5
1,0,0,0,100,Add some dates for pallet pleasure!,5
10,0,0,0,100,This is a delicious corn bread recipe.  I made it in a 9x9&#34; square baking pan and baked it for about 32 minutes and it came out perfectly.  It was light and moist and buttery tasting.  The boys fought for the last piece!,5
1,0,0,0,100,This is so easy and fast to make.  I will try it with other flavors too.,5
1,0,0,2,100,The topping calls for half-and-half cream.  How much?  It does not give a measurement in the recipe.,5
20,0,1,0,193,I made this pie today and give it a huge thumbs up. My husband and I both loved this pie. So easy with only 4 ingredients. It makes a great last minute dessert. I highly recommend this pie as a field editor for Taste of Home.,5
1,0,0,0,100,"I made this bread today and followed the recipe pretty close including the rising times, except for a  couple ingredients. I changed out 1 1/2 cups of the flour for whole wheat flour and used instant dry yeast 2 1/4 tsp (= 1 pkg yeast)  plus I added a little more yeast (about 1/2 tsp) because of the whole wheat flour.  I also sifted all the flour after measuring. It raised beautifully and turned out very good. It&#39;s going to be my go to recipe for bread.  Enjoying every slice!",5
1,0,0,0,100,very simple and easy to bake,4
10,0,3,0,297,"I’ll give it a 5 for flavor and 4 fir directions. Agree with Jason. Cook bacon first, and use it sauté. No need for butter.",5
1,0,0,0,100,Made a lot of banana bread in my time and this is definitely my favorite and my family&#39;s favorite recipe!  My family could not get enough of it so I will be making more again today!,5
1,0,0,0,100,Absolutely delicious and easy to prepare,5
1,0,3,0,297,"Easy recipe, it tasted really good.  Excellent flavor.  My only issue was that it was more soup than chili, which many other reviewers said.  It would be nice if it were quite a bit thicker.  Then I would have given it 5 stars.  I did really like it, and I will probably monkey with the recipe some more.",4
1,0,1,0,193,My wife made this the other night and we all loved it. She doubled the ingredients because she added vegetables to it. Its a keeper for us. Well make again.,5
1,0,0,0,100,"I am not normally a huge fan of chicken pot pie; however I had lots of Thanksgiving leftovers to use, so I thought I would try one. Well, boy and I glad I did! I am now a believer! This is the BEST chicken (or turkey!) pot pie I have ever eaten! Even my husband raved! I did leave out the corn, and probably lowered the amount of thyme (my shaker bottle wouldn&#39;t let me take the lid off, so I just poured a couple of shakes worth in the sauce). This recipe halves well, as I wasn&#39;t about to make 2 pot pies (see first comment about not liking pot pie). I will definitely make the full recipe next time and freeze one! Thanks for the amazing recipe!!",5
1,0,0,0,100,"<p>very good, easy</p>",5
10,0,0,0,100,I have been making these for years. They are my daughters favorite. She especially loves the icing. They are so moist. Most of the time people wrinkle their nose when I tell them what are they then they are asking for the recipe as soon as they taste of them.,5
1,0,0,0,100,LOVE LOVE LOVE!  I cut the sugar back to 1 cup and the confectioners sugar to 3 cups - turned out delicious.  Next time I&#39;d cut the sugar in the frosting in half - that would be sweet enough.  This one&#39;s a keeper.,5
1,0,0,0,100,"I have tried pot roast several times over the years. The dogs usually enjoy it. To bad there was none left for them this time. This was excellent! I WILL  be making this again,",5
1,0,0,0,100,"When I made this recipe for a family gathering I overheard &#34;These are very, very, very good meatloaves!&#34;. Everyone raved about them. The addition of milk, oats, and cheese really extends the meat, so I ended up with lots of leftovers.",5
10,1,7,0,820,Wonderful! I made this for a &#34;Chili/Stew&#34; night dinner at our church and everyone wanted the recipe.  We make it quite often at home and it&#39;s always a hit. I also use a freshly made rotisserie chicken which adds to the flavor.,0
1,0,0,0,100,I just made this recipe today and the hubby said it was the best clam chowder he had ever eaten!  Can&#39;t get a better review than that!  The only change at all that I made was just a little more garlic and a little salt and black ground pepper.  It was so easy to make and tasted wonderful!,5
10,0,18,2,414,Super easy to make and absolutely delicious!!  My husband does not like anything with cottage cheese but he didn’t even know there was any in it and he had three servings!!  This will be my new go to.,5
1,0,0,0,100,"If you like sweet corn pudding this is the recipe for you. If you don&#39;t like it sweet just omit the sugar and use cornbread mix that doesn&#39;t have sugar. I like to omit the sugar and add cheese, jalapenos, and onions.",3
1,0,1,0,193,"Made these for my 2 sons.  They loved them and ask me to make them for their offices.  Now if I ask them and my husband what kind of cookies they want, it is always these.  Their office mates even request them.  Definitely, a winner.",5
1,0,0,0,100,I make these bars every year when my rhubarb is ready.  I am never disappointed.,5
1,0,2,0,253,Super simple marinade makes for tasty home made fajiatas. I cooked the chicken before the onions and peppers and left them all to warm up together and we really enjoyed our meal!,5
1,0,0,0,100,This was good.  I substituted what I had on hand. Used a box of frozen spinach and substituted  8 oz of a bagged tortellini.  Used a roasted diced tomato which had some additional seasoning.   My picky son liked it.  so I&#39;d say it was a hit..,5
1,0,0,0,100,"My review didn&#39;t show the 5 stars I gave this recipe, so resubmitting.",5
1,0,0,0,100,One of our favorite recipes!,5
1,0,1,0,193,"I used chicken breasts instead of thighs.  I also used ground ginger instead of fresh, and it still turned out wonderful.  I&#39;ve made it quite a few times.  We often have 12 or more guests at a time at our home for supper.  Everyone LOVES this chicken.  This is one recipe that&#39;s a keeper for sure.",5
1,0,0,0,100,My favorite home made bread ever!  Easy to make and Lovely warm with butter. I use the 3 tbsp sugar as stated in the ingredients list and not the 1/2 cup it says in the directions though. That bit was confusing at first lol. I just follow the ingredients list and proofed the yeast then added the other ingredients to that  in my stand mixer adding the flour a half cup at a time till the last half cup. Then I just kind of throw pinches at it till it looks right Haha!!  Beautiful bread! Thank you :),5
1,0,0,0,100,We loved this! I used home cooked beans and put more in.  Also used canned geen chilis.  We wanted enough for leftovers so doubled every thing except  all the liquid.  Delicious!,5
1,0,0,0,100,"New family favorite. Instead of water add more chicken broth, instead of diced tomatoes add diced tomatoes with green chili (rotel works well). Wonderful with fresh bread.",4
1,0,0,0,100,These are awesome. I flatten the chicken til it&#39;s quite thin so it&#39;s more tender.,0
1,0,0,0,100,"The title says it all, it is the BEST EVER! The only thing I did different was to use raisins instead of walnuts. And I made it in my Breadman bread machine. It has a setting for batter breads. I am making it again tomorrow as soon as I buy more bananas!",5
1,0,1,1,142,"You should use milk, not egg white to brush on the pie crust. Pie crust edges do not need to be covered with foil until the end, if they’re browning too quickly. Time given is not long enough to cook the filling. It needs twice as long as stated here. It also needs a higher starting temperature. It should be baked at 425 degrees for the first 20 minutes then turned down to 375 degrees to bake for a further 40 minutes or so. Also, I used Bramley apples and it came out a bit tart so I’d increase the sugar and also the flour and it is liquidy.",2
1,0,0,0,100,Needs a thickening agent. I let this pie sit for over a day and a half and it was still way too runny. Had a decent taste but the cinnamon and nutmeg was a bit over powering.,2
1,1,4,0,754,Loved this recipe!  My husband&#39;s favorite.  But why no print icons to use anymore?,5
1,0,0,0,100,"This was very good. My family thought it was delicious. I could not find a 9 oz.cake mix, so I bought the regular size.  I also used no fat free products.  By using the regular size cake mix, I thought there was too much cake, next time, I will measure out the 9 ounces.  Other than that, I am definately making again.",4
20,1,11,0,866,"I cut back a bit on both sugars as other reviewers suggested.  I added chopped pecans and cinnamon to the crumb topping, and it was delicious!!  Next time I&#39;ll add additional apples too.",5
10,0,0,0,100,Delicious! Will definitely make again!,5
1,0,0,0,100,These are the best pancakes I have ever made! I will never go back to frozen or a box again. This recipe doesn&#39;t take long at all and they turn out perfect everytime!,5
1,0,0,0,100,This recipe is amazing!!!! I wanted a unique chili to enter in my first contest and I wont third place.  The top three chilis were very close in points and everyone was raving about this chili!  I didnt hear ONE person complain about it.  I doubled it because of entering it into a cook-off and I also added two jalepeno&#39;s to give it a little bit of spice.  A+++ for this recipe!!!,5
1,0,0,0,100,"Excellent!I keep the skin on the potatoes. Instead of Velveeta (we are not big fans), we used Pepper Jack Cheese, shredded. It really gave this soup a kick!I also reduced the salt and used 1/2tsp pepper. Keeper!",5
1,0,0,1,100,"Good recipe, but the sauce was a bit too sweet and tasted more like a barbecue sauce. I would cut the amount of sugar by half next time. I baked mine in muffin tins at 350 for about 30 minutes.",4
1,0,0,0,100,"Trust me, you don&#39;t taste the cottage cheese.  My son and husband can&#39;t stand cottage cheese, but they don&#39;t even know it&#39;s in the recipe.  I am so craving this recipe now too.",5
1,0,0,5,100,"These pancakes are the worst. My siblings and I saw all signs that they were cooked. We took them off, waited for them to cool and they were completely raw in the center. And it took me an hour to make. They said 15 MINUTES. And to top it all off, they weren’t even fluffy. I am severely disappointed and will never try these again.",1
1,0,0,1,100,"I think the difference in results may be due to how &#39;ripe&#39; the Peaches may have been. Lots of &#39;juice&#39; as you slice, cut the extra fluid down accordingly.",3
1,0,0,0,100,"I made it exactly as directed.  The seasonings gave it good flavor, though I didn&#39;t really care as much for the strong chicken broth flavor that the 8  cups of it gave the soup.  I imagined a creamier broth based on the picture and the can of cream of mushroom soup it contained, but it really wasn&#39;t that creamy--just very chicken broth-y. Still good.",4
1,0,0,0,100,"This was an awesome recipe. I only made one loaf- I halved the recipe. The best banana bread I ever made. Our kids ate it up- there was none left! I didn&#39;t use the walnuts, since we didn&#39;t have any.",5
1,0,3,5,588,"This was so good! Unfortunately, I can&#39;t leave well enough alone :(  Had to add pepperoni and olives on top when the grandkids were here - used shredded chicken, bacon and alfredo sauce in (2) 8x8&#39;s for work. Endless possibilities for an wonderful base!!",5
1,0,3,6,154,"I have been looking for a mac and cheese recipe my grandson and I both like.  We scored with this one!  I did not have Velveeta on hand, so I increased the sharp cheddar to 1-1/2 cups.  I baked it in my Ninja Grill on the bake function @ 325 degrees for 20 minutes. Next time I will add the cheddar cheese to the cream sauce as suggested by other reviewers.",5
1,2,14,11,690,"I made this cake 3 times. Every time it became a German Chocolate Cake as I added a thin layer of homemade coconut pecan goo between each layer and on the top. This was the very best German Chocolate Cake ever! Nobody could put their forks down!!
My sister owns a bakery and she asked for the recipe!! Said it was the best she has ever had. A huge compliment!  I will make it again!",5
1,0,0,0,100,LOVE LOVE LOVE,5
10,0,0,0,100,This is a nice change from traditional spaghetti.  I left out the olives since my family doesn&#39;t like them.,4
1,0,0,0,100,This is one awesome soup !!!!,5
1,0,0,0,100,"Wow, these are amazing! The marshmellows melt into the carmel mix, which leaves the graham crackers soft and slightly chewy. It&#39;s delicious! I sprayed the foil with non-stick and didn&#39;t have any problems with sticking.",5
1,0,0,0,100,"Scrumptious!  I have been searching for a Chicken Pot Pie recipe and this one is a keeper! I didn&#39;t have any thyme so I substituted with poultry seasoning, using only half the amount required, perfect.",5
1,0,0,0,517,Love this!! Easy to prepare and always welcomed as a dessert.,5
1,0,0,0,100,"Thi was a little different from most crisps I&#39;ve made so I was a little hesitant, but it had good reviews so thought I&#39;d go ahead and try it. It was absolutely fantastic. I won&#39;t ever make another apple crisp again, this is the ONE! My husband could not stop eating it. Thank you for this one.",5
1,0,0,0,100,"I didn&#39;t actually make this exact recipe, but I DID make the sauce part of it - I never seem to have a bottle of teriyaki sauce on hand, and I was desperate for some last night for an Asian beef and broccoli dish I was making, so I was very happy to come across this recipe so quickly in the 2010 cookbook that I recently got in the mail.  My family devoured it!!  The chicken looks delicious so I&#39;ll be putting it on the menu very soon!",5
1,0,0,0,100,This is a crowd winner every time.,5
1,0,4,1,651,"This is delicious right out of the oven.  Add a scoop of Caramel Delight ice cream and, WOW!",0
1,0,0,0,100,Perfect side dish for any holiday or Sunday dinner!,5
1,0,0,0,100,I added 1/2 cup soaked raisins.  Mmmm,5
1,0,13,0,876,"Have been making this almost weekly for years. I prep the veggies and chicken on Sunday, and then just need to cook it Monday night after work. Makes great leftovers for lunch the next day.",5
